order_id,user_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,reordered,department_id,department,product_name
3035160,15869,4,5,18,2.0,79,5,0,1,frozen,frozen pizza
3138979,158027,6,3,12,3.0,42,1,1,1,frozen,frozen vegan vegetarian
1645950,174766,25,3,13,8.0,24,6,1,4,produce,fresh fruits
2957877,81665,6,3,15,5.0,115,9,0,7,beverages,water seltzer sparkling water
495097,144299,6,1,11,12.0,24,10,1,4,produce,fresh fruits
2803509,3880,20,4,10,1.0,94,9,1,7,beverages,tea
1207429,190887,46,2,7,2.0,24,2,1,4,produce,fresh fruits
3026675,96773,1,4,4,0.0,64,1,0,7,beverages,energy sports drinks
736800,115468,3,3,8,16.0,86,3,1,16,dairy eggs,eggs
1106079,169065,25,3,13,12.0,88,13,0,13,pantry,spreads
1444408,17688,33,5,11,17.0,122,20,1,12,meat seafood,meat counter
2799878,13968,12,0,16,6.0,24,39,1,4,produce,fresh fruits
3321898,113151,15,4,18,11.0,50,13,0,19,snacks,fruit vegetable snacks
756804,64617,1,3,16,0.0,84,2,0,16,dairy eggs,milk
1106019,90217,10,0,14,17.0,115,6,1,7,beverages,water seltzer sparkling water
1420671,104612,9,1,19,13.0,24,2,1,4,produce,fresh fruits
2017454,34606,12,6,10,5.0,115,13,1,7,beverages,water seltzer sparkling water
612607,96497,36,2,14,3.0,83,18,1,4,produce,fresh vegetables
3013994,150015,25,6,12,27.0,81,10,0,15,canned goods,canned jarred vegetables
1897608,134243,37,2,15,10.0,112,5,1,3,bakery,bread
2658714,176923,5,0,17,13.0,115,7,0,7,beverages,water seltzer sparkling water
627177,103419,49,0,14,4.0,110,1,0,13,pantry,pickled goods olives
3095346,87782,25,6,18,7.0,24,7,1,4,produce,fresh fruits
1373322,41117,37,6,12,7.0,24,6,1,4,produce,fresh fruits
3001602,93713,3,2,19,7.0,84,6,1,16,dairy eggs,milk
3008276,188839,20,0,18,14.0,50,6,1,19,snacks,fruit vegetable snacks
1303725,158981,3,5,9,2.0,37,1,1,1,frozen,ice cream ice
2642645,160018,14,3,15,30.0,84,4,1,16,dairy eggs,milk
222934,46158,11,1,17,9.0,108,22,0,16,dairy eggs,other creams cheeses
780684,184109,9,4,16,11.0,117,4,1,19,snacks,nuts seeds dried fruit
2270131,39026,44,6,17,0.0,116,17,0,1,frozen,frozen produce
688743,182968,4,0,16,30.0,83,21,1,4,produce,fresh vegetables
3151719,175465,4,0,10,12.0,59,39,1,15,canned goods,canned meals beans
1706908,183439,17,4,14,4.0,83,4,0,4,produce,fresh vegetables
390560,92493,17,4,21,1.0,2,6,0,16,dairy eggs,specialty cheeses
1803832,201141,4,1,8,30.0,107,7,1,19,snacks,chips pretzels
1202498,54388,11,5,22,30.0,116,14,1,1,frozen,frozen produce
1389540,182850,3,0,8,11.0,52,13,1,1,frozen,frozen breakfast
3368504,110728,18,0,19,15.0,123,2,1,4,produce,packaged vegetables fruits
3385485,182108,2,6,14,7.0,105,16,0,13,pantry,doughs gelatins bake mixes
2183209,184500,5,0,11,19.0,43,15,0,3,bakery,buns rolls
512704,154,14,2,11,22.0,123,22,1,4,produce,packaged vegetables fruits
2637556,182805,9,1,8,7.0,24,7,1,4,produce,fresh fruits
138835,152697,11,0,11,13.0,83,6,1,4,produce,fresh vegetables
945444,204070,3,0,19,14.0,120,3,1,16,dairy eggs,yogurt
507026,33275,17,0,16,6.0,83,1,1,4,produce,fresh vegetables
218758,27622,10,3,10,8.0,123,7,1,4,produce,packaged vegetables fruits
3071250,74034,26,6,10,7.0,116,5,1,1,frozen,frozen produce
249809,134478,15,2,10,4.0,24,3,1,4,produce,fresh fruits
1754998,201628,11,5,13,7.0,83,12,1,4,produce,fresh vegetables
2573345,96297,4,0,14,8.0,83,4,1,4,produce,fresh vegetables
2416392,36740,75,6,12,1.0,131,2,1,9,dry goods pasta,dry pasta
1015373,147451,3,0,15,8.0,96,15,1,20,deli,lunch meat
1839415,155078,14,6,1,11.0,77,1,1,7,beverages,soft drinks
1841422,149549,5,0,9,15.0,91,9,0,16,dairy eggs,soy lactosefree
2919080,122245,17,6,12,11.0,115,4,1,7,beverages,water seltzer sparkling water
133242,91184,41,0,15,3.0,128,17,1,3,bakery,tortillas flat bread
869349,188670,4,6,14,30.0,56,12,0,18,babies,diapers wipes
2801365,10218,77,6,14,6.0,116,11,0,1,frozen,frozen produce
3116328,74226,22,5,11,8.0,32,1,1,4,produce,packaged produce
2393359,92707,22,3,21,6.0,83,15,0,4,produce,fresh vegetables
2843651,162761,1,0,16,0.0,83,8,0,4,produce,fresh vegetables
359091,18326,26,5,7,22.0,38,10,1,1,frozen,frozen meals
1702748,119078,21,3,16,1.0,123,12,1,4,produce,packaged vegetables fruits
2034080,1503,5,1,0,25.0,86,3,1,16,dairy eggs,eggs
1093308,95028,18,3,7,7.0,78,5,1,19,snacks,crackers
1426848,59692,36,3,14,8.0,83,14,1,4,produce,fresh vegetables
1985726,2539,3,6,15,13.0,120,11,1,16,dairy eggs,yogurt
1086248,160021,7,0,13,4.0,83,11,1,4,produce,fresh vegetables
1400232,39742,6,5,19,18.0,83,9,1,4,produce,fresh vegetables
1676859,8884,6,2,17,30.0,84,1,0,16,dairy eggs,milk
3216675,173945,6,6,11,27.0,105,11,0,13,pantry,doughs gelatins bake mixes
2621625,60694,15,1,1,3.0,29,15,0,13,pantry,honeys syrups nectars
1181334,49717,28,2,13,8.0,17,5,1,13,pantry,baking ingredients
460715,173473,3,1,11,6.0,84,3,1,16,dairy eggs,milk
849531,181114,28,1,22,4.0,83,17,0,4,produce,fresh vegetables
3302572,151913,7,4,11,11.0,24,21,1,4,produce,fresh fruits
206649,76847,23,0,22,19.0,24,3,1,4,produce,fresh fruits
362825,124747,4,5,9,14.0,84,6,0,16,dairy eggs,milk
717941,103452,3,0,9,21.0,96,6,1,20,deli,lunch meat
1637349,69528,2,4,10,10.0,83,1,0,4,produce,fresh vegetables
330308,160589,19,3,14,7.0,74,11,1,17,household,dish detergents
1540415,88054,61,3,6,1.0,46,1,1,19,snacks,mint gum
3276767,78620,19,0,9,28.0,109,3,0,11,personal care,skin care
3021691,172992,1,1,9,0.0,129,5,0,1,frozen,frozen appetizers sides
297931,15634,15,1,12,10.0,3,16,1,19,snacks,energy granola bars
1002803,149580,5,2,12,30.0,31,8,0,7,beverages,refrigerated
1107685,132531,2,1,15,13.0,45,7,0,19,snacks,candy chocolate
611472,18620,39,6,10,3.0,117,3,1,19,snacks,nuts seeds dried fruit
2142775,131891,23,6,6,8.0,1,2,1,20,deli,prepared soups salads
2395297,113729,5,0,17,30.0,83,7,0,4,produce,fresh vegetables
365257,4224,32,3,7,15.0,52,28,1,1,frozen,frozen breakfast
616793,164256,11,6,11,28.0,119,3,0,1,frozen,frozen dessert
186749,199409,8,1,11,14.0,86,9,0,16,dairy eggs,eggs
963333,160500,2,1,22,9.0,83,11,0,4,produce,fresh vegetables
1979115,94614,3,6,18,6.0,75,5,0,17,household,laundry
2067345,69262,20,1,12,6.0,24,1,1,4,produce,fresh fruits
294377,129094,5,6,1,4.0,91,3,1,16,dairy eggs,soy lactosefree
35855,38164,13,2,8,9.0,61,24,1,19,snacks,cookies cakes
2454175,2596,20,3,20,8.0,84,11,1,16,dairy eggs,milk
1759909,12995,15,6,12,7.0,84,1,1,16,dairy eggs,milk
979690,37429,36,2,19,6.0,21,10,1,16,dairy eggs,packaged cheese
1082217,191076,7,1,8,10.0,115,5,1,7,beverages,water seltzer sparkling water
2554640,197837,13,3,17,9.0,120,2,1,16,dairy eggs,yogurt
2182044,164335,12,5,12,8.0,105,14,1,13,pantry,doughs gelatins bake mixes
815154,107612,4,5,11,7.0,61,2,0,19,snacks,cookies cakes
156443,145302,25,3,17,12.0,115,14,1,7,beverages,water seltzer sparkling water
3166825,170841,4,1,11,10.0,98,5,1,7,beverages,juice nectars
2325673,85690,55,4,9,6.0,63,8,1,9,dry goods pasta,grains rice dried goods
2199181,162140,23,0,12,5.0,49,5,1,12,meat seafood,packaged poultry
1175802,151664,23,1,14,9.0,84,11,1,16,dairy eggs,milk
3085071,66067,10,2,19,10.0,123,1,1,4,produce,packaged vegetables fruits
945389,185308,3,4,19,7.0,36,2,0,16,dairy eggs,butter
1667606,55071,6,2,13,7.0,35,18,0,12,meat seafood,poultry counter
2363778,90066,8,0,15,10.0,31,16,1,7,beverages,refrigerated
2560977,10769,19,2,11,8.0,107,16,1,19,snacks,chips pretzels
1214445,109839,16,1,13,23.0,120,6,1,16,dairy eggs,yogurt
2810800,41356,36,3,8,2.0,98,7,1,7,beverages,juice nectars
1739641,178156,9,4,15,2.0,35,5,0,12,meat seafood,poultry counter
1606277,190873,4,0,15,8.0,24,9,1,4,produce,fresh fruits
800548,66224,41,1,14,9.0,64,9,1,7,beverages,energy sports drinks
1667565,113054,32,0,13,3.0,123,7,1,4,produce,packaged vegetables fruits
1895916,24562,64,6,23,6.0,69,14,1,15,canned goods,soup broth bouillon
2935693,36827,1,3,14,0.0,37,4,0,1,frozen,ice cream ice
3186898,201776,77,1,13,1.0,30,2,1,6,international,latino foods
1424371,99980,3,0,9,20.0,84,1,0,16,dairy eggs,milk
2920658,68413,22,3,17,12.0,24,6,1,4,produce,fresh fruits
2270389,28087,74,2,18,7.0,84,29,1,16,dairy eggs,milk
812888,199570,2,0,13,20.0,123,20,0,4,produce,packaged vegetables fruits
398255,195275,14,4,10,3.0,131,5,0,9,dry goods pasta,dry pasta
1560337,31272,3,2,12,30.0,86,2,1,16,dairy eggs,eggs
504831,101539,17,4,1,6.0,69,12,1,15,canned goods,soup broth bouillon
3331569,19019,24,1,8,11.0,123,1,1,4,produce,packaged vegetables fruits
586159,143084,2,6,15,2.0,67,2,0,20,deli,fresh dips tapenades
1760389,122941,13,0,13,8.0,3,2,1,19,snacks,energy granola bars
116631,146413,5,4,11,11.0,21,20,1,16,dairy eggs,packaged cheese
1029010,14781,43,2,14,8.0,38,23,1,1,frozen,frozen meals
1607847,197683,38,0,16,4.0,24,4,1,4,produce,fresh fruits
2568033,62899,2,1,7,30.0,36,16,0,16,dairy eggs,butter
2902514,133525,14,4,10,6.0,72,5,1,13,pantry,condiments
3065567,171792,17,5,17,11.0,83,18,0,4,produce,fresh vegetables
2601959,21024,7,5,12,2.0,107,4,1,19,snacks,chips pretzels
1992495,30710,8,6,11,1.0,51,5,0,13,pantry,preserved dips spreads
1789727,101575,29,6,16,1.0,24,3,1,4,produce,fresh fruits
887142,61899,65,2,12,1.0,123,1,1,4,produce,packaged vegetables fruits
856491,167426,8,0,11,30.0,23,10,1,19,snacks,popcorn jerky
1268231,119745,4,0,18,30.0,24,4,1,4,produce,fresh fruits
834034,102131,18,6,8,11.0,84,1,1,16,dairy eggs,milk
2142175,89774,23,4,9,5.0,83,5,0,4,produce,fresh vegetables
3131854,56879,40,1,19,3.0,24,3,1,4,produce,fresh fruits
3024205,40527,7,1,13,27.0,83,15,0,4,produce,fresh vegetables
874863,203208,15,0,14,6.0,3,3,1,19,snacks,energy granola bars
575317,113238,6,1,12,4.0,108,12,1,16,dairy eggs,other creams cheeses
3056633,162060,1,0,16,0.0,31,5,0,7,beverages,refrigerated
1022518,96548,5,2,9,30.0,24,1,1,4,produce,fresh fruits
849709,70998,13,0,11,30.0,36,11,1,16,dairy eggs,butter
674379,15862,1,4,11,0.0,69,7,0,15,canned goods,soup broth bouillon
1231473,100364,5,4,17,6.0,121,4,1,14,breakfast,cereal
272192,188067,13,4,11,14.0,112,18,0,3,bakery,bread
568637,65800,45,3,13,8.0,83,4,0,4,produce,fresh vegetables
2156035,195523,2,3,13,30.0,105,5,0,13,pantry,doughs gelatins bake mixes
2604780,33631,31,6,9,30.0,9,6,1,9,dry goods pasta,pasta sauce
2617804,170619,2,0,16,30.0,120,2,0,16,dairy eggs,yogurt
618427,47867,16,4,8,8.0,24,3,1,4,produce,fresh fruits
1561632,165215,29,1,9,17.0,120,9,1,16,dairy eggs,yogurt
217846,158610,11,6,14,4.0,107,6,1,19,snacks,chips pretzels
3076642,123261,2,0,0,22.0,17,8,0,13,pantry,baking ingredients
3414416,87801,12,3,12,25.0,16,4,0,4,produce,fresh herbs
2231205,38177,17,1,19,7.0,120,10,1,16,dairy eggs,yogurt
553868,191908,6,6,18,2.0,84,1,1,16,dairy eggs,milk
2729836,24364,16,4,16,12.0,13,8,1,20,deli,prepared meals
1181667,118157,4,3,6,30.0,83,4,0,4,produce,fresh vegetables
297779,116564,30,4,22,11.0,37,5,1,1,frozen,ice cream ice
1293252,31658,20,3,15,10.0,121,8,1,14,breakfast,cereal
405993,22661,32,2,18,5.0,9,7,1,9,dry goods pasta,pasta sauce
1388838,204451,1,1,19,0.0,87,5,0,17,household,more household
3183909,193511,11,6,13,14.0,84,7,0,16,dairy eggs,milk
2210694,125778,21,5,15,10.0,115,5,1,7,beverages,water seltzer sparkling water
1203080,158082,1,5,9,0.0,86,2,0,16,dairy eggs,eggs
732639,74377,35,4,14,4.0,131,15,0,9,dry goods pasta,dry pasta
1679815,201268,54,3,20,0.0,108,13,1,16,dairy eggs,other creams cheeses
2258574,205227,2,1,10,25.0,92,4,0,18,babies,baby food formula
2089465,177645,8,2,23,14.0,75,1,1,17,household,laundry
791831,142894,22,0,11,7.0,69,2,1,15,canned goods,soup broth bouillon
2808134,135269,6,1,7,7.0,25,12,0,11,personal care,soap
176799,107896,12,2,11,14.0,83,10,1,4,produce,fresh vegetables
872211,144405,23,2,15,0.0,112,4,0,3,bakery,bread
775844,106254,2,3,11,30.0,83,12,0,4,produce,fresh vegetables
1097319,152241,49,4,8,2.0,84,15,1,16,dairy eggs,milk
391069,190806,14,1,18,25.0,54,13,0,17,household,paper goods
3344089,14505,28,0,13,5.0,24,6,1,4,produce,fresh fruits
2983937,20144,2,6,9,7.0,123,35,0,4,produce,packaged vegetables fruits
303611,45688,15,4,21,3.0,83,4,0,4,produce,fresh vegetables
925350,158773,3,0,12,11.0,53,7,1,16,dairy eggs,cream
2418805,190719,15,1,1,12.0,24,21,1,4,produce,fresh fruits
3017352,14392,27,3,13,9.0,115,28,1,7,beverages,water seltzer sparkling water
2116311,138404,38,0,15,4.0,84,2,1,16,dairy eggs,milk
3173847,109072,34,0,10,7.0,83,2,1,4,produce,fresh vegetables
122524,89048,4,1,12,5.0,123,10,1,4,produce,packaged vegetables fruits
1005337,106003,2,6,13,8.0,120,20,0,16,dairy eggs,yogurt
1079225,65304,13,3,16,6.0,21,20,0,16,dairy eggs,packaged cheese
1103445,171901,10,4,17,0.0,21,10,0,16,dairy eggs,packaged cheese
3252876,205100,2,0,19,29.0,79,5,0,1,frozen,frozen pizza
89579,7888,1,5,18,0.0,24,3,0,4,produce,fresh fruits
503169,104191,26,0,23,2.0,116,2,1,1,frozen,frozen produce
649755,90728,9,0,9,30.0,83,2,1,4,produce,fresh vegetables
3299021,189343,2,5,20,7.0,83,13,0,4,produce,fresh vegetables
3008025,178307,1,6,10,0.0,123,4,0,4,produce,packaged vegetables fruits
2817593,146606,2,0,22,7.0,123,2,1,4,produce,packaged vegetables fruits
788412,104268,2,3,13,4.0,46,5,0,19,snacks,mint gum
1627854,198832,66,4,20,2.0,94,4,0,7,beverages,tea
737746,62199,2,3,10,7.0,53,2,1,16,dairy eggs,cream
2589102,161856,5,3,15,30.0,115,7,0,7,beverages,water seltzer sparkling water
76059,15521,30,6,16,4.0,21,9,0,16,dairy eggs,packaged cheese
2187087,132520,19,1,13,5.0,96,18,1,20,deli,lunch meat
1241862,63227,6,4,11,13.0,89,23,0,13,pantry,salad dressing toppings
679303,166550,24,2,11,12.0,8,1,0,3,bakery,bakery desserts
2141521,188528,20,1,10,8.0,24,1,1,4,produce,fresh fruits
1508586,77652,6,5,13,8.0,84,13,1,16,dairy eggs,milk
1341359,195622,50,0,7,7.0,123,7,1,4,produce,packaged vegetables fruits
2550516,38708,19,2,23,25.0,116,2,1,1,frozen,frozen produce
1150546,21648,7,2,11,15.0,123,1,1,4,produce,packaged vegetables fruits
778040,143917,3,3,21,30.0,1,14,1,20,deli,prepared soups salads
2997078,153169,27,5,9,5.0,84,5,1,16,dairy eggs,milk
2148814,119845,23,5,8,5.0,57,10,1,14,breakfast,granola
232273,127803,4,5,11,13.0,24,4,1,4,produce,fresh fruits
814891,198645,33,3,18,2.0,105,5,0,13,pantry,doughs gelatins bake mixes
3231137,43954,25,2,10,6.0,83,3,1,4,produce,fresh vegetables
1653336,143789,20,1,14,6.0,98,7,1,7,beverages,juice nectars
383234,14089,10,3,11,9.0,123,16,1,4,produce,packaged vegetables fruits
129101,9330,50,3,19,7.0,120,10,0,16,dairy eggs,yogurt
307066,52311,10,5,16,13.0,83,3,1,4,produce,fresh vegetables
935023,158409,43,1,17,5.0,125,11,1,19,snacks,trail mix snack mix
1468083,124946,52,6,12,7.0,19,6,1,13,pantry,oils vinegars
2386293,125881,4,6,7,7.0,24,2,1,4,produce,fresh fruits
1919046,1433,1,0,8,0.0,112,17,0,3,bakery,bread
2008529,81146,22,6,10,6.0,48,6,1,14,breakfast,breakfast bars pastries
665808,94676,13,1,9,8.0,121,5,0,14,breakfast,cereal
63813,61494,8,5,10,11.0,24,2,1,4,produce,fresh fruits
1787062,42406,41,2,17,7.0,83,10,1,4,produce,fresh vegetables
2801838,48653,19,4,23,14.0,91,2,1,16,dairy eggs,soy lactosefree
1537270,116272,7,3,20,16.0,117,4,1,19,snacks,nuts seeds dried fruit
2840181,107594,5,1,20,30.0,83,13,1,4,produce,fresh vegetables
2509484,203594,2,1,18,26.0,106,3,1,12,meat seafood,hot dogs bacon sausage
1784842,53261,24,2,13,9.0,96,4,0,20,deli,lunch meat
1825209,161278,2,0,8,16.0,24,3,0,4,produce,fresh fruits
2775168,30409,18,1,11,8.0,24,15,1,4,produce,fresh fruits
207703,6025,10,0,9,23.0,63,9,0,9,dry goods pasta,grains rice dried goods
1590479,149863,44,1,8,7.0,12,24,1,9,dry goods pasta,fresh pasta
607486,86133,13,2,16,9.0,83,1,1,4,produce,fresh vegetables
1713720,104191,4,0,0,5.0,32,4,1,4,produce,packaged produce
2559031,158092,4,0,14,30.0,26,18,0,7,beverages,coffee
1074169,67657,21,3,7,4.0,24,3,1,4,produce,fresh fruits
1273800,170503,1,1,18,0.0,83,2,0,4,produce,fresh vegetables
1292165,166023,51,3,11,9.0,37,2,1,1,frozen,ice cream ice
732237,27229,30,3,18,4.0,69,12,1,15,canned goods,soup broth bouillon
760190,150912,2,5,23,30.0,115,22,0,7,beverages,water seltzer sparkling water
2200595,71763,3,1,19,20.0,123,10,0,4,produce,packaged vegetables fruits
667228,21552,4,3,12,20.0,91,5,1,16,dairy eggs,soy lactosefree
2514350,12177,29,1,12,15.0,107,15,0,19,snacks,chips pretzels
943713,5815,12,3,7,6.0,24,10,1,4,produce,fresh fruits
2325007,120593,12,2,12,20.0,3,8,0,19,snacks,energy granola bars
1064236,171316,12,5,18,3.0,107,5,0,19,snacks,chips pretzels
3001132,194538,23,1,7,30.0,24,2,1,4,produce,fresh fruits
2988081,107520,4,0,18,8.0,4,10,1,9,dry goods pasta,instant foods
502736,110589,1,2,18,0.0,31,11,0,7,beverages,refrigerated
37343,190051,18,1,16,7.0,122,6,1,12,meat seafood,meat counter
1056066,24682,24,0,8,7.0,61,7,1,19,snacks,cookies cakes
468082,127663,10,4,11,3.0,120,9,0,16,dairy eggs,yogurt
1221065,96217,15,1,16,16.0,52,11,1,1,frozen,frozen breakfast
1933850,128549,1,6,15,0.0,120,1,0,16,dairy eggs,yogurt
2892250,128627,47,1,11,15.0,92,24,1,18,babies,baby food formula
2305789,188800,3,6,16,4.0,83,16,0,4,produce,fresh vegetables
1223654,8651,23,2,8,14.0,19,16,0,13,pantry,oils vinegars
154628,33771,12,0,22,23.0,98,11,1,7,beverages,juice nectars
2080964,3605,1,4,12,0.0,83,23,0,4,produce,fresh vegetables
2479331,79917,6,0,10,30.0,83,3,0,4,produce,fresh vegetables
2986524,65659,18,1,18,7.0,31,7,1,7,beverages,refrigerated
2277935,74886,12,1,15,4.0,49,9,1,12,meat seafood,packaged poultry
2339919,72955,2,5,7,9.0,50,6,1,19,snacks,fruit vegetable snacks
2479655,70560,1,5,10,0.0,115,13,0,7,beverages,water seltzer sparkling water
275239,6171,14,1,18,9.0,108,7,0,16,dairy eggs,other creams cheeses
1703236,1987,29,1,15,20.0,24,3,1,4,produce,fresh fruits
968760,121804,3,0,13,30.0,123,6,1,4,produce,packaged vegetables fruits
375833,11578,11,0,16,18.0,131,9,1,9,dry goods pasta,dry pasta
517444,190032,4,4,12,30.0,17,1,0,13,pantry,baking ingredients
365333,186012,23,1,14,3.0,57,39,0,14,breakfast,granola
1202745,109004,21,4,14,3.0,24,18,1,4,produce,fresh fruits
2668987,22664,35,1,10,14.0,31,8,0,7,beverages,refrigerated
834176,100898,30,0,13,17.0,123,10,0,4,produce,packaged vegetables fruits
2303112,150888,4,6,11,6.0,110,3,1,13,pantry,pickled goods olives
2022715,77679,15,4,11,8.0,61,6,0,19,snacks,cookies cakes
1062556,19668,37,0,12,1.0,59,7,1,15,canned goods,canned meals beans
1855419,58219,7,0,9,4.0,120,7,0,16,dairy eggs,yogurt
21292,109086,16,5,13,7.0,24,8,0,4,produce,fresh fruits
3091573,56110,27,5,19,9.0,123,3,0,4,produce,packaged vegetables fruits
491215,90654,33,2,8,6.0,63,3,0,9,dry goods pasta,grains rice dried goods
240142,71052,60,3,9,0.0,89,21,0,13,pantry,salad dressing toppings
3302092,66824,14,5,6,9.0,123,2,1,4,produce,packaged vegetables fruits
1372502,192936,10,1,17,0.0,83,17,1,4,produce,fresh vegetables
1125712,272,5,1,15,13.0,115,2,1,7,beverages,water seltzer sparkling water
948919,121667,43,6,10,14.0,120,4,1,16,dairy eggs,yogurt
360902,19114,6,6,10,13.0,123,21,0,4,produce,packaged vegetables fruits
3392970,4528,2,0,10,15.0,116,14,1,1,frozen,frozen produce
1525270,49904,4,0,14,17.0,37,13,1,1,frozen,ice cream ice
2973873,191846,30,4,15,6.0,120,7,0,16,dairy eggs,yogurt
2728369,6648,9,3,9,1.0,84,3,1,16,dairy eggs,milk
1506178,137679,16,6,8,30.0,17,9,0,13,pantry,baking ingredients
2826152,18054,12,2,12,5.0,120,11,1,16,dairy eggs,yogurt
1949586,178213,30,3,12,5.0,31,8,1,7,beverages,refrigerated
1265201,15167,2,3,11,30.0,17,8,0,13,pantry,baking ingredients
562731,58890,2,2,15,5.0,17,12,0,13,pantry,baking ingredients
1094164,129235,31,3,9,16.0,59,14,1,15,canned goods,canned meals beans
1414067,70033,1,6,14,0.0,45,15,0,19,snacks,candy chocolate
2506699,30037,17,0,7,29.0,24,23,1,4,produce,fresh fruits
2190381,184061,2,3,12,7.0,120,4,0,16,dairy eggs,yogurt
1973028,196778,7,0,11,7.0,116,21,0,1,frozen,frozen produce
1824148,109233,14,2,11,8.0,123,10,1,4,produce,packaged vegetables fruits
2005699,52205,4,4,16,8.0,91,4,1,16,dairy eggs,soy lactosefree
1027100,93812,32,0,11,6.0,83,5,1,4,produce,fresh vegetables
2978414,66481,1,4,15,0.0,24,23,0,4,produce,fresh fruits
2842544,82079,20,3,13,8.0,129,2,0,1,frozen,frozen appetizers sides
2412168,44927,25,2,13,7.0,53,8,1,16,dairy eggs,cream
3246066,21618,24,1,11,10.0,96,11,1,20,deli,lunch meat
1857297,138683,2,1,21,21.0,16,1,0,4,produce,fresh herbs
2005036,196932,27,5,9,7.0,61,22,1,19,snacks,cookies cakes
2647905,6052,3,0,16,15.0,21,7,0,16,dairy eggs,packaged cheese
320002,84465,10,4,9,6.0,83,8,1,4,produce,fresh vegetables
229264,9902,1,2,9,0.0,1,4,0,20,deli,prepared soups salads
2634703,205560,2,6,22,6.0,2,12,0,16,dairy eggs,specialty cheeses
2532407,132704,11,6,14,15.0,88,8,1,13,pantry,spreads
2103850,102801,4,1,11,24.0,67,7,0,20,deli,fresh dips tapenades
997842,63216,10,2,10,5.0,72,10,1,13,pantry,condiments
2147947,64128,20,1,18,12.0,24,10,1,4,produce,fresh fruits
2411528,204622,7,5,11,5.0,121,4,1,14,breakfast,cereal
1254003,140805,18,1,12,3.0,83,2,0,4,produce,fresh vegetables
1498160,24860,2,2,15,4.0,106,10,1,12,meat seafood,hot dogs bacon sausage
2638592,171075,35,6,10,2.0,59,17,0,15,canned goods,canned meals beans
1109858,87293,49,2,9,5.0,77,16,1,7,beverages,soft drinks
2539489,154990,8,2,14,7.0,84,1,1,16,dairy eggs,milk
1011238,146218,35,0,11,7.0,16,12,1,4,produce,fresh herbs
2101012,39507,9,0,9,14.0,91,16,1,16,dairy eggs,soy lactosefree
583270,26489,5,2,11,2.0,16,2,1,4,produce,fresh herbs
2109117,189773,5,4,14,14.0,55,8,0,11,personal care,shave needs
2693104,48571,28,5,10,22.0,94,1,1,7,beverages,tea
301984,90818,22,0,2,4.0,106,8,1,12,meat seafood,hot dogs bacon sausage
1387587,113322,7,6,13,8.0,120,8,1,16,dairy eggs,yogurt
3089868,145480,54,6,14,3.0,21,13,1,16,dairy eggs,packaged cheese
518047,9519,50,6,13,26.0,83,2,1,4,produce,fresh vegetables
825408,35153,61,5,11,4.0,43,11,0,3,bakery,buns rolls
3199924,21171,50,2,15,7.0,115,3,1,7,beverages,water seltzer sparkling water
503889,175721,3,1,12,3.0,86,4,0,16,dairy eggs,eggs
134209,74007,20,6,19,18.0,20,6,1,11,personal care,oral hygiene
1288941,110070,18,0,14,30.0,35,15,1,12,meat seafood,poultry counter
280928,122231,61,4,16,2.0,16,3,1,4,produce,fresh herbs
2856993,118520,25,5,22,6.0,69,5,0,15,canned goods,soup broth bouillon
908439,92294,21,0,18,7.0,84,13,1,16,dairy eggs,milk
2590400,72902,35,2,12,2.0,83,14,1,4,produce,fresh vegetables
300459,1067,19,2,15,7.0,116,3,0,1,frozen,frozen produce
2701552,50214,8,3,19,7.0,19,5,1,13,pantry,oils vinegars
1313658,158584,9,2,16,11.0,91,7,1,16,dairy eggs,soy lactosefree
210422,24810,1,2,8,0.0,57,1,0,14,breakfast,granola
1469738,25980,33,3,8,3.0,107,1,1,19,snacks,chips pretzels
3330339,62725,17,5,11,3.0,94,1,0,7,beverages,tea
3016392,64961,2,2,14,5.0,24,4,0,4,produce,fresh fruits
3113708,151370,14,5,18,5.0,120,16,1,16,dairy eggs,yogurt
2479054,62317,14,2,5,6.0,121,22,1,14,breakfast,cereal
2982983,150125,8,6,12,10.0,43,11,1,3,bakery,buns rolls
371541,115846,3,6,11,30.0,9,12,0,9,dry goods pasta,pasta sauce
1748826,18807,21,5,19,0.0,66,6,0,6,international,asian foods
229678,147313,6,1,13,3.0,105,7,1,13,pantry,doughs gelatins bake mixes
1196553,79420,18,4,10,7.0,24,1,1,4,produce,fresh fruits
383925,22250,31,2,17,6.0,84,2,1,16,dairy eggs,milk
154151,49531,4,1,17,26.0,24,2,1,4,produce,fresh fruits
752686,50729,38,5,10,2.0,121,4,1,14,breakfast,cereal
291637,61571,5,3,14,30.0,17,2,0,13,pantry,baking ingredients
2096034,147423,49,0,10,2.0,104,18,0,13,pantry,spices seasonings
1548967,35082,17,6,8,6.0,83,5,1,4,produce,fresh vegetables
1510759,142878,32,2,21,13.0,38,10,0,1,frozen,frozen meals
1690131,8840,8,2,19,11.0,45,4,1,19,snacks,candy chocolate
2039125,30555,4,0,21,30.0,15,9,0,12,meat seafood,packaged seafood
894385,84553,4,6,10,16.0,67,4,1,20,deli,fresh dips tapenades
834858,72574,1,2,11,0.0,120,5,0,16,dairy eggs,yogurt
2749239,176478,3,1,18,7.0,45,60,1,19,snacks,candy chocolate
742649,72194,9,0,21,19.0,121,6,1,14,breakfast,cereal
